id,name,rating,price_level,indoor_outdoor,latitude,longitude,opening_time,gmaps_link,features_text
ChIJgy0edjbk3IARjYy8AqJmAxU,Heisler Park,4.8,PRICE_LEVEL_UNSPECIFIED,Outdoor,33.5434011,-117.7901115,Monday: 5:00 AM – 12:00 AM | Tuesday: 5:00 AM – 12:00 AM | Wednesday: 5:00 AM – 12:00 AM | Thursday: 5:00 AM – 12:00 AM | Friday: 5:00 AM – 12:00 AM | Saturday: 5:00 AM – 12:00 AM | Sunday: 5:00 AM – 12:00 AM,https://maps.google.com/?cid=1514166745743264909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,park scenic spot tourist attraction point of interest establishment
ChIJo8Nh_Q4Z2jERONS2OMrJ5tA,Kinki Restaurant + Bar - Japanese Fusion @ Customs House,4.6,PRICE_LEVEL_EXPENSIVE,Indoor,1.2824913,103.8534753,"Monday: 12:00 – 3:00 PM, 6:00 – 10:30 PM | Tuesday: 12:00 – 3:00 PM, 6:00 – 10:30 PM | Wednesday: 12:00 – 3:00 PM, 6:00 – 10:30 PM | Thursday: 12:00 – 3:00 PM, 6:00 – 10:30 PM | Friday: 12:00 – 3:00 PM, 6:00 – 10:30 PM | Saturday: 12:00 – 3:00 PM, 6:00 – 10:30 PM | Sunday: Closed",https://maps.google.com/?cid=15052940674904544312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,japanese restaurant japanese izakaya restaurant sushi restaurant cocktail bar asian fusion restaurant fusion restaurant asian restaurant bar event venue restaurant food point of interest establishment
ChIJvVvovUvGwoARYrOMSp23rpQ,Maccheroni Republic,4.6,PRICE_LEVEL_MODERATE,Indoor,34.0500306,-118.24853610000001,"Monday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 9:30 PM | Friday: 11:00 AM – 9:30 PM | Saturday: 11:00 AM – 9:30 PM | Sunday: 11:00 AM – 9:30 PM",https://maps.google.com/?cid=10713702449749472098&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,italian restaurant restaurant food point of interest establishment
ChIJZ9QmbisnlIARIVQoYjgwecY,Mountain Oaks Cafe,4.8,PRICE_LEVEL_UNSPECIFIED,Indoor,37.333488599999995,-119.65091269999999,Monday: 7:00 AM – 8:30 PM | Tuesday: 7:00 AM – 8:30 PM | Wednesday: 7:00 AM – 8:30 PM | Thursday: 7:00 AM – 8:30 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 9:00 PM | Sunday: 7:00 AM – 8:30 PM,https://maps.google.com/?cid=14301515110414832673&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment
ChIJE6rCL0y-woARmlvB7KcqGsQ,Bubba Gump Shrimp Co.,4.3,PRICE_LEVEL_MODERATE,Indoor,34.136074,-118.35336289999998,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 10:30 AM – 10:00 PM | Sunday: 10:30 AM – 9:00 PM,https://maps.google.com/?cid=14130653681548352410&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,seafood restaurant american restaurant restaurant food point of interest establishment
ChIJmTXpQAQZ2jERZmXslyMqczQ,CÉ LA VI Singapore,4.3,PRICE_LEVEL_VERY_EXPENSIVE,Indoor,1.2846705,103.860986,Monday: 12:00 PM – 1:00 AM | Tuesday: 12:00 PM – 1:00 AM | Wednesday: 12:00 PM – 4:00 AM | Thursday: 12:00 PM – 3:00 AM | Friday: 12:00 PM – 4:00 AM | Saturday: 11:30 AM – 4:00 AM | Sunday: 12:00 PM – 3:00 AM,https://maps.google.com/?cid=3779410844655052134&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bar restaurant food point of interest establishment
ChIJs26DmU492jERqUtnkbcZCn0,Origin Grill,4.5,PRICE_LEVEL_UNSPECIFIED,Indoor,1.311275,103.826517,"Monday: 12:00 – 2:30 PM, 6:00 – 10:00 PM | Tuesday: 12:00 – 2:30 PM, 6:00 – 10:00 PM | Wednesday: 12:00 – 2:30 PM, 6:00 – 10:00 PM | Thursday: 12:00 – 2:30 PM, 6:00 – 10:00 PM | Friday: 12:00 – 2:30 PM, 6:00 – 10:00 PM | Saturday: 12:00 – 2:30 PM, 6:00 – 10:00 PM | Sunday: 12:00 – 2:30 PM, 6:00 – 10:00 PM",https://maps.google.com/?cid=9010042280717274025&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment
ChIJYUnm_ubQmoARMQ2616W5Yi8,Localis,4.7,PRICE_LEVEL_EXPENSIVE,Indoor,38.566699899999996,-121.48299619999999,Monday: Closed | Tuesday: Closed | Wednesday: 5:00 – 8:15 PM | Thursday: 5:00 – 8:15 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: Closed,https://maps.google.com/?cid=3414495589440294193&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant fine dining restaurant californian restaurant american restaurant association or organization food point of interest establishment
ChIJAYd3mAO6loARiZfEzzCZ6LI,Charles Street Dinner House,4.6,PRICE_LEVEL_MODERATE,Indoor,37.4854233,-119.96614819999999,Monday: Closed | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: Closed,https://maps.google.com/?cid=12891722368271292297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,steak house fine dining restaurant american restaurant seafood restaurant restaurant food point of interest establishment
ChIJi_11lwRy3IARYn7ySFVDrxw,Lilo,4.9,PRICE_LEVEL_UNSPECIFIED,Indoor,33.1643711,-117.35146909999999,Monday: Closed | Tuesday: 5:00 – 10:00 PM | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: Closed,https://maps.google.com/?cid=2066944787561479778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment
ChIJqS85Wrob24ARhomUoGYdtvE,Tac/Quila,4.6,PRICE_LEVEL_MODERATE,Indoor,33.828782600000004,-116.54709489999999,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,https://maps.google.com/?cid=17417140935519930758&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,mexican restaurant bar restaurant food point of interest establishment
ChIJz_QQHQgZ2jERmOPR8O5PCwU,Aburi-EN (Isetan Scotts),4.7,PRICE_LEVEL_MODERATE,Indoor,1.3057774,103.83193159999999,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,https://maps.google.com/?cid=363472082594554776&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,japanese restaurant restaurant food point of interest establishment
ChIJla7E_0YZ2jERX5djKTMcuBs,Tentsuru,4.8,PRICE_LEVEL_UNSPECIFIED,Indoor,1.3056618,103.8261082,"Monday: Closed | Tuesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM | Wednesday: 12:00 – 2:30 PM, 6:00 – 10:30 PM | Thursday: 12:00 – 2:30 PM, 6:00 – 10:30 PM | Friday: 12:00 – 2:30 PM, 6:00 – 10:30 PM | Saturday: 12:00 – 2:30 PM, 6:00 – 10:30 PM | Sunday: 12:00 – 2:30 PM, 6:00 – 10:30 PM",https://maps.google.com/?cid=1997377440802117471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,japanese restaurant restaurant food point of interest establishment
ChIJ8yL6J73_24AR-7VXaycNji8,Menya Ultra,4.6,PRICE_LEVEL_MODERATE,Indoor,32.8322164,-117.1475098,"Monday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Tuesday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Wednesday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Thursday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Friday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Saturday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM | Sunday: 11:00 AM – 2:00 PM, 5:00 – 9:00 PM",https://maps.google.com/?cid=3426690829431322107&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,ramen restaurant noodle shop japanese restaurant restaurant food point of interest establishment
ChIJiWfImc4W2jEReWB9DY-7s9c,Tamako Meal,4.3,PRICE_LEVEL_MODERATE,Indoor,1.3768780000000003,103.8280132,"Monday: 11:30 AM – 2:30 PM, 6:00 – 10:00 PM | Tuesday: 11:30 AM – 2:30 PM, 6:00 – 10:00 PM | Wednesday: 11:30 AM – 2:30 PM, 6:00 – 10:00 PM | Thursday: 11:30 AM – 2:30 PM, 6:00 – 10:00 PM | Friday: 11:00 AM – 3:00 PM, 5:00 – 10:00 PM | Saturday: 11:00 AM – 3:00 PM, 5:00 – 10:00 PM | Sunday: 11:00 AM – 3:00 PM, 5:00 – 10:00 PM",https://maps.google.com/?cid=15542972962066751609&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,japanese restaurant meal delivery family restaurant meal takeaway food delivery restaurant food point of interest establishment
ChIJd4zIHPsI3IARf2SGi4QPl94,MARKET Restaurant + Bar,4.7,PRICE_LEVEL_VERY_EXPENSIVE,Indoor,32.982936599999995,-117.23026540000001,Monday: Closed | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: 5:00 – 9:00 PM,https://maps.google.com/?cid=16039305659854251135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant sushi restaurant californian restaurant american restaurant japanese restaurant seafood restaurant food point of interest establishment
ChIJzeLPp5IZ2jERA3LT_evJ-qM,The Sushi Bar,4.3,PRICE_LEVEL_MODERATE,Indoor,1.3071443999999999,103.83356599999999,"Monday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Tuesday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Wednesday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Thursday: 11:30 AM – 3:00 PM, 5:00 – 9:00 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 11:30 AM – 9:00 PM",https://maps.google.com/?cid=11815978587772908035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,sushi restaurant japanese restaurant restaurant food point of interest establishment
ChIJ1Yv6r1Ab2jEROuTEQAokv2M,Goro Japanese Cuisine,4.5,PRICE_LEVEL_MODERATE,Indoor,1.3071975,103.7930813,"Monday: 11:30 AM – 3:00 PM, 5:30 – 10:00 PM | Tuesday: 11:30 AM – 3:00 PM, 5:30 – 10:00 PM | Wednesday: 11:30 AM – 3:00 PM, 5:30 – 10:00 PM | Thursday: 11:30 AM – 3:00 PM, 5:30 – 10:00 PM | Friday: 11:30 AM – 3:00 PM, 5:30 – 10:00 PM | Saturday: 11:30 AM – 3:00 PM, 5:30 – 10:00 PM | Sunday: 11:30 AM – 3:00 PM, 5:30 – 10:00 PM",https://maps.google.com/?cid=7187503156761519162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,japanese restaurant restaurant food point of interest establishment
ChIJRxO6WecZ2jER4klBDj9P1VY,千両 sen-ryo (ION Orchard),4.6,PRICE_LEVEL_UNSPECIFIED,Indoor,1.3039107,103.83232960000001,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,https://maps.google.com/?cid=6256994389541865954&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,japanese restaurant restaurant food point of interest establishment
ChIJGc36Tzpu3IARgi_t2yqMpVg,Dija Mara,4.5,PRICE_LEVEL_MODERATE,Indoor,33.1933828,-117.3771229,Monday: Closed | Tuesday: 5:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: 5:00 – 9:00 PM,https://maps.google.com/?cid=6387665762201186178&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,californian restaurant american restaurant indonesian restaurant restaurant food point of interest establishment
ChIJnwvSIJIZ2jERpSK-8lcGiPk,Lawry's The Prime Rib Singapore,4.4,PRICE_LEVEL_VERY_EXPENSIVE,Indoor,1.3018631999999999,103.8369979,Monday: 11:30 AM – 10:00 PM | Tuesday: 11:30 AM – 10:00 PM | Wednesday: 11:30 AM – 10:00 PM | Thursday: 11:30 AM – 10:00 PM | Friday: 11:30 AM – 10:30 PM | Saturday: 11:30 AM – 10:30 PM | Sunday: 11:30 AM – 10:00 PM,https://maps.google.com/?cid=17980628487081173669&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,american restaurant fine dining restaurant western restaurant family restaurant steak house wedding venue event venue restaurant food point of interest service establishment
