id,name,rating,price_level,indoor_outdoor,latitude,longitude,opening_time,gmaps_link,features_text
ChIJi8N01JZXei4RwM3Pi2LDnqI,Bringin Kembar Yogyakarta,4.6,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.8119357,110.363194,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=11718018108484472256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,historical place tourist attraction point of interest establishment
ChIJX7qtm6BZei4R14JMFuKTNxQ,Malioboro Yogyakarta Indonesia,4.8,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.7926389,110.36586109999999,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=1456795603723649751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
ChIJr75wjyVYei4Rxzhs4mrAc5k,Jogja Walking Tour | Jogja Good Guide,4.9,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.788959,110.3661004,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=11057393075422509255&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
ChIJ0VnY2-Naei4RLVqVJTug5xk,Prambanan Temple,4.7,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.752020600000001,110.49146739999999,Monday: 6:00 AM – 4:30 PM | Tuesday: 6:00 AM – 4:30 PM | Wednesday: 6:00 AM – 4:30 PM | Thursday: 6:00 AM – 4:30 PM | Friday: 6:00 AM – 4:30 PM | Saturday: 6:00 AM – 4:30 PM | Sunday: 6:00 AM – 4:30 PM,https://maps.google.com/?cid=1866636746462419501&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,hindu temple tourist attraction historical landmark historical place place of worship association or organization point of interest establishment
ChIJIcpWAIVXei4RyjDFKrmg76g,Gereja Sayidan,4.3,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.8035488,110.36984190000001,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=12173125034952700106&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,historical landmark tourist attraction historical place point of interest establishment
ChIJRf5U05Jaei4RW_l2RPFEPxU,Keraton Ratu Boko,4.7,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.770568300000001,110.48614219999999,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 5:00 PM | Friday: 7:00 AM – 5:00 PM | Saturday: 7:00 AM – 5:00 PM | Sunday: 7:00 AM – 5:00 PM,https://maps.google.com/?cid=1531018201355712859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
ChIJZYb5zIhXei4R1DZBDkoxj1I,Batik Monument Yogyakarta,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.8011159,110.3646172,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=5949027826916210388&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,monument tourist attraction point of interest establishment
ChIJD-DHvZRXei4RzD1KzlqRkoI,Southwest Bastion of the Fortress of Yogyakarta Royal Palace,4.5,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.8128305000000005,110.3561412,Monday: 6:00 AM – 6:00 PM | Tuesday: 6:00 AM – 6:00 PM | Wednesday: 6:00 AM – 6:00 PM | Thursday: 6:00 AM – 6:00 PM | Friday: 6:00 AM – 6:00 PM | Saturday: 6:00 AM – 6:00 PM | Sunday: 6:00 AM – 6:00 PM,https://maps.google.com/?cid=9408742390724443596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,historical landmark tourist attraction historical place point of interest establishment
ChIJ73byF4RXei4Rfcrfe2rB1Vk,Jembatan Sayidan,4.6,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.801541799999999,110.3712511,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=6473292702503914109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,bridge tourist attraction transportation service point of interest establishment
ChIJyR5aeABXei4R4YyHeQfUtI8,Yogyakarta,5.0,PRICE_LEVEL_UNSPECIFIED,Outdoor,-7.801367,110.36475600000001,No Opening Hours Data,https://maps.google.com/?cid=10355134571800399073&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,tourist attraction point of interest establishment
ChIJUQyDGr1Xei4RO5dXFv3bepE,Mediterranea Restaurant by Kamil,4.7,PRICE_LEVEL_MODERATE,Indoor,-7.818464999999999,110.3645308,Monday: 8:00 AM – 11:00 PM | Tuesday: 8:00 AM – 11:00 PM | Wednesday: 8:00 AM – 11:00 PM | Thursday: 8:00 AM – 11:00 PM | Friday: 8:00 AM – 11:00 PM | Saturday: 8:00 AM – 11:00 PM | Sunday: 8:00 AM – 11:00 PM,https://maps.google.com/?cid=10482932962706298683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,european restaurant western restaurant mediterranean restaurant restaurant food point of interest establishment
ChIJd5Q4fDBYei4RG6uDmHe8xXs,Roaster And Bear Restaurant,4.7,PRICE_LEVEL_MODERATE,Indoor,-7.7844666999999985,110.36703829999999,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,https://maps.google.com/?cid=8918741858923031323&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,western restaurant asian restaurant diner cafe restaurant food point of interest establishment
ChIJA0YH5DFYei4RA8aRjoBXkb8,The House of Raminten,4.5,PRICE_LEVEL_MODERATE,Indoor,-7.7851643,110.3713574,Monday: 9:00 AM – 12:00 AM | Tuesday: 9:00 AM – 12:00 AM | Wednesday: 9:00 AM – 12:00 AM | Thursday: 9:00 AM – 12:00 AM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 9:00 AM – 12:00 AM,https://maps.google.com/?cid=13803910542526629379&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant restaurant food point of interest establishment
ChIJN8YxQOdbei4RgTiZfBdKjmw,The Tree Restaurant Yogyakarta,4.8,PRICE_LEVEL_UNSPECIFIED,Indoor,-7.7694738,110.50411589999999,Monday: 6:30 AM – 9:00 PM | Tuesday: 6:30 AM – 9:00 PM | Wednesday: 6:30 AM – 9:00 PM | Thursday: 6:30 AM – 9:00 PM | Friday: 6:30 AM – 9:00 PM | Saturday: 6:30 AM – 9:00 PM | Sunday: 6:30 AM – 9:00 PM,https://maps.google.com/?cid=7822271067524249729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment
ChIJH03CYY1Xei4RTDTe65njvUk,Bale Raos - The Sultan's Dishes,4.5,PRICE_LEVEL_MODERATE,Indoor,-7.808489499999999,110.36306460000002,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,https://maps.google.com/?cid=5313653385593762892&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant restaurant food point of interest establishment
ChIJ4ymRixtYei4R2fWJtZbN4vs,Gubug Makan Mang Engking Soragan Castle,4.5,PRICE_LEVEL_MODERATE,Indoor,-7.7830916,110.35018369999999,Monday: 10:00 AM – 9:00 PM | Tuesday: 10:00 AM – 9:00 PM | Wednesday: 10:00 AM – 9:00 PM | Thursday: 10:00 AM – 8:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 10:00 AM – 9:00 PM | Sunday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=18150295495431026137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,seafood restaurant indonesian restaurant restaurant food point of interest establishment
ChIJp9y7L3JXei4R78mbg0sW2KQ,Bakmi Jowo Mbah Gito,4.3,PRICE_LEVEL_MODERATE,Indoor,-7.813263000000001,110.3971495,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 10:00 AM – 10:00 PM | Sunday: 10:00 AM – 10:00 PM,https://maps.google.com/?cid=11878268530776066543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,noodle shop indonesian restaurant restaurant food point of interest establishment
ChIJNZQf1ahZei4Rs7uhfcODJpk,Raminten's Kitchen,4.3,PRICE_LEVEL_MODERATE,Indoor,-7.7844207999999995,110.372112,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,https://maps.google.com/?cid=11035652812567591859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant restaurant food point of interest establishment
ChIJLzJulxpXei4RhH3JNtgorQE,Sekar Kedhaton Restaurant,4.5,PRICE_LEVEL_MODERATE,Indoor,-7.827039099999999,110.3927971,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,https://maps.google.com/?cid=120797674106092932&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant restaurant food point of interest establishment
ChIJv5YUr-paei4RagQ99PgviB0,ABHAYAGIRI - Venue and Dining,4.5,PRICE_LEVEL_EXPENSIVE,Indoor,-7.768611900000001,110.4966654,Monday: 7:00 AM – 9:00 PM | Tuesday: 7:00 AM – 9:00 PM | Wednesday: 7:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:00 PM | Friday: 7:00 AM – 9:00 PM | Saturday: 7:00 AM – 10:00 PM | Sunday: 7:00 AM – 10:00 PM,https://maps.google.com/?cid=2128003570228593770&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant amphitheatre buddhist temple wedding venue performing arts theater swimming pool hotel event venue lodging place of worship sports activity location association or organization food service point of interest establishment
ChIJc8CWENteei4RKknAnH6ROCI,Sasanti Restaurant,4.5,PRICE_LEVEL_EXPENSIVE,Indoor,-7.741969,110.3735913,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 10:00 PM,https://maps.google.com/?cid=2465880768967100714&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant wedding venue event venue restaurant food service point of interest establishment
ChIJp7E6DhdZei4R2SmbxEKS6tc,Ayom Jogja,4.7,PRICE_LEVEL_EXPENSIVE,Indoor,-7.787252400000001,110.33753829999999,Monday: 10:00 AM – 10:00 PM | Tuesday: 10:00 AM – 10:00 PM | Wednesday: 10:00 AM – 10:00 PM | Thursday: 10:00 AM – 10:00 PM | Friday: 10:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 10:00 PM,https://maps.google.com/?cid=15558408678168799705&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment
ChIJk_IIB0JXei4RdQNgYUIsEaQ,Yam Yam Restaurant Yogyakarta,4.8,PRICE_LEVEL_UNSPECIFIED,Indoor,-7.819257100000001,110.37231210000002,Monday: 11:00 AM – 11:00 PM | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,https://maps.google.com/?cid=11822279160437408629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,thai restaurant restaurant food point of interest establishment
ChIJ38IqyaNXei4R-Nkurx7opBA,ViaVia Jogja,4.4,PRICE_LEVEL_MODERATE,Indoor,-7.819313999999999,110.3714557,Monday: 8:00 AM – 10:00 PM | Tuesday: 8:00 AM – 10:00 PM | Wednesday: 8:00 AM – 10:00 PM | Thursday: 8:00 AM – 10:00 PM | Friday: 8:00 AM – 10:00 PM | Saturday: 8:00 AM – 10:00 PM | Sunday: 8:00 AM – 10:00 PM,https://maps.google.com/?cid=1199338619273140728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment
ChIJBxNPyfRXei4RQJmFD9PILdY,Secret Garden Coffee and Chocolate,4.4,PRICE_LEVEL_MODERATE,Indoor,-7.800091199999999,110.3541614,Monday: 3:00 – 11:00 PM | Tuesday: 3:00 – 11:00 PM | Wednesday: 3:00 – 11:00 PM | Thursday: 3:00 – 11:00 PM | Friday: 3:00 – 11:00 PM | Saturday: 3:00 – 11:00 PM | Sunday: 3:00 – 11:00 PM,https://maps.google.com/?cid=15433212306892626240&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant salad shop coffee shop cafe restaurant food store food store point of interest establishment
ChIJ06kiPb1Xei4RWxCwk5dvfIA,Warung Bu Ageng,4.4,PRICE_LEVEL_MODERATE,Indoor,-7.8182451,110.3641888,Monday: Closed | Tuesday: 11:00 AM – 11:00 PM | Wednesday: 11:00 AM – 11:00 PM | Thursday: 11:00 AM – 11:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 11:00 PM,https://maps.google.com/?cid=9258397630775431259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant restaurant food point of interest establishment
ChIJOUWD0rxXei4Rk2MxMRpvLQg,KESUMA Restaurant,4.7,PRICE_LEVEL_UNSPECIFIED,Indoor,-7.815841000000001,110.3688263,Monday: 6:00 – 10:00 PM | Tuesday: Closed | Wednesday: 6:00 – 10:00 PM | Thursday: 6:00 – 10:00 PM | Friday: 6:00 – 10:00 PM | Saturday: 6:00 – 10:00 PM | Sunday: 6:00 – 10:00 PM,https://maps.google.com/?cid=589249284540556179&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant restaurant food point of interest establishment
ChIJzfDAL5JXei4RB_2bokRgwJ0,Water Castle Cafe,4.7,PRICE_LEVEL_MODERATE,Indoor,-7.808702500000001,110.35999489999999,Monday: 9:00 AM – 3:30 PM | Tuesday: 9:00 AM – 3:30 PM | Wednesday: 9:00 AM – 3:30 PM | Thursday: 9:00 AM – 3:30 PM | Friday: 9:00 AM – 3:30 PM | Saturday: 9:00 AM – 3:30 PM | Sunday: 9:00 AM – 3:30 PM,https://maps.google.com/?cid=11367191307385306375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,cafe restaurant food point of interest establishment
ChIJPyxWRzhXei4RY14H9vbqKwY,Masama by Kamil,4.6,PRICE_LEVEL_UNSPECIFIED,Indoor,-7.8186015,110.36466589999999,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 10:00 AM – 11:00 PM | Friday: 10:00 AM – 11:00 PM | Saturday: 10:00 AM – 11:00 PM | Sunday: 10:00 AM – 11:00 PM,https://maps.google.com/?cid=444707334636658275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,restaurant food point of interest establishment
ChIJrbub8_ZYei4RNInQLcwq9Nk,Sate Ratu,4.6,PRICE_LEVEL_MODERATE,Indoor,-7.735923499999999,110.3992705,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: Closed,https://maps.google.com/?cid=15705224856978098484&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,indonesian restaurant restaurant food point of interest establishment
